"Reporter","ReporterName","Partner","PartnerName","Year","TL","TLS","Duty Type","Duty Code","AV Duty Rate","Specific Duty Rate","TrfLineDescription","DutyTypeDescription","Duty Nature","AvMethod","Note"
"360","Indonesia","000"," World",2008,1905901000,,0,2,10,"","Unsweetened teething biscuits ","MFN applied duty rates","A",,""
"360","Indonesia","000"," World",2008,1905902000,,0,2,10,"","Other unsweetened biscuits ","MFN applied duty rates","A",,""
"360","Indonesia","000"," World",2008,1905903000,,0,2,5,"","Cakes ","MFN applied duty rates","A",,""
"360","Indonesia","000"," World",2008,1905904000,,0,2,5,"","Pastries ","MFN applied duty rates","A",,""
"360","Indonesia","000"," World",2008,1905905000,,0,2,5,"","Bakery products made without flour ","MFN applied duty rates","A",,""
"360","Indonesia","000"," World",2008,1905906000,,0,2,5,"","Empty cachets of a kind suitable for pharmaceutical use","MFN applied duty rates","A",,""
"360","Indonesia","000"," World",2008,1905907000,,0,2,5,"","Communion wafers, sealing wafers, rice paper and similar products","MFN applied duty rates","A",,""
"360","Indonesia","000"," World",2008,1905908000,,0,2,5,"","Other crisp savoury food products ","MFN applied duty rates","A",,""
"360","Indonesia","000"," World",2008,1905909000,,0,2,10,"","Other baker wares ","MFN applied duty rates","A",,""
"360","Indonesia","000"," World",2008,2001100000,,0,2,5,"","Cucumbers and gherkins,prepared or pre served by vinegar or acetic acid","MFN applied duty rates","A",,""
"360","Indonesia","000"," World",2008,2001901000,,0,2,5,"","Onions, prepared/preserved by vinegar or acetic acid","MFN applied duty rates","A",,""
"360","Indonesia","000"," World",2008,2001909000,,0,2,5,"","Oth vegetables,fruit,nuts,edible plant prep/preserve by vinegar/acetic acid","MFN applied duty rates","A",,""
"360","Indonesia","000"," World",2008,2002101000,,0,2,5,"","Tomatoes, whole/in pieces,not prepared or preserved by vinegar/acetic acid","MFN applied duty rates","A",,""
"360","Indonesia","000"," World",2008,2002109000,,0,2,5,"","Oth tomatoes, whole/in pieces,not prep. or preserved by vinegar/acetic acid","MFN applied duty rates","A",,""
"360","Indonesia","000"," World",2008,2002901000,,0,2,5,"","Tomato paste, not prepared or preserved by vinegar or acetic acid","MFN applied duty rates","A",,""
"360","Indonesia","000"," World",2008,2002909000,,0,2,5,"","Other tomatoes, prepared or preserved otherwise than by vinegar/acetic acid","MFN applied duty rates","A",,""
"360","Indonesia","000"," World",2008,2003100000,,0,2,5,"","Mushrooms of the genus agaricus, not prepared/presrved by vinegar/acetic acid","MFN applied duty rates","A",,""
"360","Indonesia","000"," World",2008,2003200000,,0,2,5,"","Truffles, not prepared/preserved by vinegar or acetic acid","MFN applied duty rates","A",,""
"360","Indonesia","000"," World",2008,2003900000,,0,2,5,"","Oth mushrooms, not prepared/preserved by vinegar or acetic acid","MFN applied duty rates","A",,""
"360","Indonesia","000"," World",2008,2004100000,,0,2,5,"","Potatoes, frozen, not preprd/preserved by vinegar or acetic acid","MFN applied duty rates","A",,""
"360","Indonesia","000"," World",2008,2004901000,,0,2,5,"","Infant food of vegetables, frozen, not prepared/presrved by vinegar/acetic acid","MFN applied duty rates","A",,""
"360","Indonesia","000"," World",2008,2004909000,,0,2,5,"","Oth vegetables,frozen,prep/preserved by vinegar/acetic acid","MFN applied duty rates","A",,""
"360","Indonesia","000"," World",2008,2005100000,,0,2,5,"","Homogenised vegetables,not frozen, not prepared/preservd by vinegar/acetic acid","MFN applied duty rates","A",,""
"360","Indonesia","000"," World",2008,2005201000,,0,2,5,"","Potatoes chips & sticks,not frozen, not prepared/preservd by vinegar/acetic acid","MFN applied duty rates","A",,""
"360","Indonesia","000"," World",2008,2005209000,,0,2,5,"","Other potatoes, not frozen, not prep. or preserved by vinegar or acetic acid","MFN applied duty rates","A",,""
"360","Indonesia","000"," World",2008,2005400000,,0,2,5,"","Peas (pisum sativum), not frozen, not prepared/preservd by vinegar/acetic acid","MFN applied duty rates","A",,""
"360","Indonesia","000"," World",2008,2005510000,,0,2,5,"","Beans,shelled, not frozen, not prepared or preserved by vinegar or acetic acid","MFN applied duty rates","A",,""
"360","Indonesia","000"," World",2008,2005590000,,0,2,5,"","Other beans, not frozen, not prepared or preserved by vinegar or acetic acid","MFN applied duty rates","A",,""
"360","Indonesia","000"," World",2008,2005600000,,0,2,5,"","Asparagus, not frozen, not prepared or preserved by vinegar or acetic acid","MFN applied duty rates","A",,""
"360","Indonesia","000"," World",2008,2005700000,,0,2,5,"","Olives, not frozen, not prepared or preserved by vinegar or acetic acid","MFN applied duty rates","A",,""
"360","Indonesia","000"," World",2008,2005800000,,0,2,5,"","Sweet corn(zea mays var.saccharata),not frozen,not prepared by vinegar/actc acid","MFN applied duty rates","A",,""
"360","Indonesia","000"," World",2008,2005910000,,0,2,5,"","Vegetables and mixtures of, not frozen,not prepared by vinegar/acid","MFN applied duty rates","A",,""
"360","Indonesia","000"," World",2008,2005990000,,0,2,5,"","Oth smoked garlic, not frozen vegetable & mixtures of not prep.by vinegar/acid","MFN applied duty rates","A",,""
"360","Indonesia","000"," World",2008,2.006e+09,,0,2,5,"","Vegetables,fruit,nuts,fruit-peel & oth parts of plants,preserved by sugar","MFN applied duty rates","A",,""
"360","Indonesia","000"," World",2008,2007100000,,0,2,5,"","Jams, fruit jellies, marmalades, fruit or nut, homogenised preparations","MFN applied duty rates","A",,""
"360","Indonesia","000"," World",2008,2007910000,,0,2,5,"","Citrus fruit ","MFN applied duty rates","A",,""
"360","Indonesia","000"," World",2008,2007991000,,0,2,5,"","Fruit grains and pastes other than of mango, pineapples or strawberries","MFN applied duty rates","A",,""
"360","Indonesia","000"," World",2008,2007999000,,0,2,5,"","Fruit grains and pastes of mango, pineapples or strawberries","MFN applied duty rates","A",,""
"360","Indonesia","000"," World",2008,2008111000,,0,2,5,"","Roasted ground nuts, othwise prepared/ preserved","MFN applied duty rates","A",,""
"360","Indonesia","000"," World",2008,2008112000,,0,2,5,"","Peanut butter, othwise prepared or preserved","MFN applied duty rates","A",,""
"360","Indonesia","000"," World",2008,2008119000,,0,2,5,"","Oth ground nuts, othwise prepared or preserved","MFN applied duty rates","A",,""
"360","Indonesia","000"," World",2008,2008191000,,0,2,5,"","Cashew, incl. mixtures,othwise prepared or preserved","MFN applied duty rates","A",,""
"360","Indonesia","000"," World",2008,2008199000,,0,2,5,"","Other nuts and seeds, othwise prepared or preserved","MFN applied duty rates","A",,""
"360","Indonesia","000"," World",2008,2008200000,,0,2,5,"","Pineapples, othwise prepared/preserved ","MFN applied duty rates","A",,""
"360","Indonesia","000"," World",2008,2008301000,,0,2,10,"","Citrus fruit, added sugar/oth.sweetening in or not in airtight container","MFN applied duty rates","A",,""
"360","Indonesia","000"," World",2008,2008309000,,0,2,10,"","Oth citrus fruit, not added sugar/ sweetening in/not in airtight container","MFN applied duty rates","A",,""
"360","Indonesia","000"," World",2008,2008401000,,0,2,5,"","Pears, containing added sugar or sweetening matter in airtight container","MFN applied duty rates","A",,""
"360","Indonesia","000"," World",2008,2008409000,,0,2,5,"","Oth pears, not containing added sugar sweetening matter, in/not airtight cont.","MFN applied duty rates","A",,""
"360","Indonesia","000"," World",2008,2008501000,,0,2,5,"","Apricots,containing added sugar / other sweet,matter in/not airtight container","MFN applied duty rates","A",,""
"360","Indonesia","000"," World",2008,2008509000,,0,2,5,"","Apricots, not containing added sugar/ sweetening, in/not airtight containers","MFN applied duty rates","A",,""
"360","Indonesia","000"," World",2008,2008601000,,0,2,5,"","Cherries,containing added sugar / other sweet,matter in/not airtight container","MFN applied duty rates","A",,""
"360","Indonesia","000"," World",2008,2008609000,,0,2,5,"","Cherries, not containing added sugar/ sweetening, in/not airtight containers","MFN applied duty rates","A",,""
"360","Indonesia","000"," World",2008,2008701000,,0,2,5,"","Peaches,containing added sugar or other sweet,matter in/not airtight container","MFN applied duty rates","A",,""
"360","Indonesia","000"," World",2008,2008709000,,0,2,5,"","Peaches, not containing added sugar/ sweetening, in/not airtight containers","MFN applied duty rates","A",,""
"360","Indonesia","000"," World",2008,2008801000,,0,2,5,"","Strawberries,containing added sugar/oth sweet,matter in/not airtight container","MFN applied duty rates","A",,""
"360","Indonesia","000"," World",2008,2008809000,,0,2,5,"","Strawberries,not containing added sugar/ sweetening, in/not airtight containers","MFN applied duty rates","A",,""
"360","Indonesia","000"," World",2008,2008910000,,0,2,5,"","Palm hearts, oth prepared or preserved, whether or not containing added sugar","MFN applied duty rates","A",,""
"360","Indonesia","000"," World",2008,2008921000,,0,2,5,"","Mixtures of stems, roots & other edible parts of plant,othwise prep./preserved","MFN applied duty rates","A",,""
"360","Indonesia","000"," World",2008,2008922000,,0,2,5,"","Mixtures of other edible parts of plant added sugar, in/not airtight container","MFN applied duty rates","A",,""
"360","Indonesia","000"," World",2008,2008929000,,0,2,5,"","Mixtures of other edible parts of plant not added sugar,in/not airtight contain.","MFN applied duty rates","A",,""
"360","Indonesia","000"," World",2008,2008991000,,0,2,5,"","Lychees, othwise prepared or preserved ","MFN applied duty rates","A",,""
"360","Indonesia","000"," World",2008,2008992000,,0,2,5,"","Longans, othwise prepared or preserved ","MFN applied duty rates","A",,""
"360","Indonesia","000"," World",2008,2008993000,,0,2,5,"","Stems,roots and oth.edible parts of plants, othwise prepared or preserved","MFN applied duty rates","A",,""
"360","Indonesia","000"," World",2008,2008994000,,0,2,5,"","Othwise prepared or preserved, added sugar/sweet, in/not airtight container","MFN applied duty rates","A",,""
"360","Indonesia","000"," World",2008,2008999000,,0,2,5,"","Othwise prepared/preserved, not added sugar/sweet, in/not airtight container","MFN applied duty rates","A",,""
"360","Indonesia","000"," World",2008,2009110000,,0,2,5,"","Orange juice, frozen ","MFN applied duty rates","A",,""
"360","Indonesia","000"," World",2008,2009120000,,0,2,10,"","Orange juice, not frozen, of a brix value not exceeding 20","MFN applied duty rates","A",,""
"360","Indonesia","000"," World",2008,2009190000,,0,2,5,"","Orange juice, not frozen, of a brix value  exceeding 20","MFN applied duty rates","A",,""
"360","Indonesia","000"," World",2008,2009210000,,0,2,10,"","Grapefruit juice, of a brix value not exceeding 20","MFN applied duty rates","A",,""
"360","Indonesia","000"," World",2008,2009290000,,0,2,5,"","Other grapefruit juice of a brix value  exceeding 20","MFN applied duty rates","A",,""
"360","Indonesia","000"," World",2008,2009310000,,0,2,10,"","Juice of any other single citrus fruit, of a brix value not exceeding 20","MFN applied duty rates","A",,""
"360","Indonesia","000"," World",2008,2009390000,,0,2,5,"","Other juice of any other single citrus f of a brix value  exceeding 20","MFN applied duty rates","A",,""
"360","Indonesia","000"," World",2008,2009410000,,0,2,10,"","Pineapple juice, of a brix value not exceeding 20","MFN applied duty rates","A",,""
"360","Indonesia","000"," World",2008,2009490000,,0,2,5,"","Other pineapple juice, of a brix value  exceeding 20","MFN applied duty rates","A",,""
"360","Indonesia","000"," World",2008,2009500000,,0,2,10,"","Tomato juice ","MFN applied duty rates","A",,""
"360","Indonesia","000"," World",2008,2009610000,,0,2,10,"","Grape juice (including grape must), of a brix value not exceeding 20","MFN applied duty rates","A",,""
"360","Indonesia","000"," World",2008,2009690000,,0,2,5,"","Other grape juice (including grape must) of a brix value  exceeding 20","MFN applied duty rates","A",,""
"360","Indonesia","000"," World",2008,2009710000,,0,2,10,"","Apple juice, of a brix value not exceeding 20","MFN applied duty rates","A",,""
"360","Indonesia","000"," World",2008,2009790000,,0,2,5,"","Other apple juice of a brix value  exceeding 20","MFN applied duty rates","A",,""
"360","Indonesia","000"," World",2008,2009801000,,0,2,10,"","Blackcurrant juice ","MFN applied duty rates","A",,""
"360","Indonesia","000"," World",2008,2009809000,,0,2,10,"","Other juice of any other single fruit or vegetables","MFN applied duty rates","A",,""
"360","Indonesia","000"," World",2008,2009900000,,0,2,10,"","Mixtures of juices ","MFN applied duty rates","A",,""
"360","Indonesia","000"," World",2008,2101111000,,0,2,5,"","Instant coffee ","MFN applied duty rates","A",,""
"360","Indonesia","000"," World",2008,2101119000,,0,2,5,"","Oth extracts, essences and concentrates of coffee","MFN applied duty rates","A",,""
"360","Indonesia","000"," World",2008,2101120000,,0,2,5,"","Preparations with a basis of extracts, essences or concentrates of coffee","MFN applied duty rates","A",,""
"360","Indonesia","000"," World",2008,2101201000,,0,2,5,"","Tea preparations consisting of a mixture tea, milk powder and sugar","MFN applied duty rates","A",,""
"360","Indonesia","000"," World",2008,2101209000,,0,2,5,"","Mate preparations consisting of a mixtur mate , milk powder and sugar","MFN applied duty rates","A",,""
"360","Indonesia","000"," World",2008,2101300000,,0,2,5,"","Roasted chicory&oth.roasted coffee subs titutes,extract,essence&concent.thereof","MFN applied duty rates","A",,""
"360","Indonesia","000"," World",2008,2102101000,,0,2,5,"","Bread yeasts, active ","MFN applied duty rates","A",,""
"360","Indonesia","000"," World",2008,2102109000,,0,2,5,"","Active yeasts, other than for bread ","MFN applied duty rates","A",,""
"360","Indonesia","000"," World",2008,2102200000,,0,2,5,"","Inactive yeasts; other single-cell micro organisms, dead","MFN applied duty rates","A",,""
"360","Indonesia","000"," World",2008,2102300000,,0,2,5,"","Prepared baking powders ","MFN applied duty rates","A",,""
"360","Indonesia","000"," World",2008,2103100000,,0,2,10,"","Soya sauce sweet, salt and other ","MFN applied duty rates","A",,""
"360","Indonesia","000"," World",2008,2103200000,,0,2,5,"","Tomato ketchup and other tomato sauces ","MFN applied duty rates","A",,""
"360","Indonesia","000"," World",2008,2103300000,,0,2,5,"","Mustard flour & meal & prepared mustard ","MFN applied duty rates","A",,""
"360","Indonesia","000"," World",2008,2103901000,,0,2,5,"","Chilli sauce ","MFN applied duty rates","A",,""
"360","Indonesia","000"," World",2008,2103902000,,0,2,5,"","Mixed condiments and mixed seasonings, including belachan","MFN applied duty rates","A",,""
"360","Indonesia","000"," World",2008,2103903000,,0,2,5,"","Fish sauce ","MFN applied duty rates","A",,""
"360","Indonesia","000"," World",2008,2103909000,,0,2,5,"","Other sauces and preparations therefor; mustard flour & meal & prepared mustard","MFN applied duty rates","A",,""
"360","Indonesia","000"," World",2008,2104101000,,0,2,5,"","Soups and broths & preparation therefor containing meat","MFN applied duty rates","A",,""
"360","Indonesia","000"," World",2008,2104109000,,0,2,5,"","Soups and broths & preparation therefor, not containing meat","MFN applied duty rates","A",,""
"360","Indonesia","000"," World",2008,2104201000,,0,2,5,"","Homogenised composite food preparations, containing meat","MFN applied duty rates","A",,""
"360","Indonesia","000"," World",2008,2104209000,,0,2,5,"","Homogenised composite food preparations, not containing meat","MFN applied duty rates","A",,""
"360","Indonesia","000"," World",2008,2.105e+09,,0,2,5,"","Ice cream and other edible ice, whether or not containing cocoa","MFN applied duty rates","A",,""
"360","Indonesia","000"," World",2008,2106100000,,0,2,5,"","Protein concentrates and textured protein substances","MFN applied duty rates","A",,""
"360","Indonesia","000"," World",2008,2106901000,,0,2,5,"","Dried bean curd and bean curd sticks ","MFN applied duty rates","A",,""
"360","Indonesia","000"," World",2008,2106902000,,0,2,5,"","Flavoured or colored syrups ","MFN applied duty rates","A",,""
"360","Indonesia","000"," World",2008,2106903000,,0,2,5,"","Non-dairy creamer ","MFN applied duty rates","A",,""
"360","Indonesia","000"," World",2008,2106904000,,0,2,5,"","Autolysed yeast preparations ","MFN applied duty rates","A",,""
"360","Indonesia","000"," World",2008,2106905100,,0,2,5,"","Non-alcoholic prep used as raw material to make composite concentrates beverages","MFN applied duty rates","A",,""
"360","Indonesia","000"," World",2008,2106905200,,0,2,5,"","Non-alcoholic comp concentrates for simp dilution with water to make beverages","MFN applied duty rates","A",,""
"360","Indonesia","000"," World",2008,2106905300,,0,2,5,"","Ginseng based products,   non-alcoholic preparations use for making beverages","MFN applied duty rates","A",,""
"360","Indonesia","000"," World",2008,2106905900,,0,2,5,"","Other non-alcoholic preparations use for making beverages","MFN applied duty rates","A",,""
"360","Indonesia","000"," World",2008,2106906100,,0,2,150,"","Alkoholic prep of a kind used to make co concentrates for beverages, in liquid fo","MFN applied duty rates","A",,""
"360","Indonesia","000"," World",2008,2106906200,,0,2,150,"","Alkoholic prep of a kind used to make co concentrates for beverages, in other for","MFN applied duty rates","A",,""
"360","Indonesia","000"," World",2008,2106906400,,0,2,150,"","Comp concentrates, for simple dilution make alcoholic beverages, in liquid form","MFN applied duty rates","A",,""
"360","Indonesia","000"," World",2008,2106906500,,0,2,150,"","Comp concentrates, for simple dilution make alcoholic beverages, in other form","MFN applied duty rates","A",,""
"360","Indonesia","000"," World",2008,2106906900,,0,2,150,"","Other alkoholic preparations ","MFN applied duty rates","A",,""
"360","Indonesia","000"," World",2008,2106907000,,0,2,5,"","Preparations vitamins or minerals, medic  food and oth.food suplements","MFN applied duty rates","A",,""
"360","Indonesia","000"," World",2008,2106908000,,0,2,5,"","Mixtures of chemicals foodstuffs or subt with nutritive value, used for food proc","MFN applied duty rates","A",,""
"360","Indonesia","000"," World",2008,2106909100,,0,2,5,"","Fortificant premixes ","MFN applied duty rates","A",,""
"360","Indonesia","000"," World",2008,2106909200,,0,2,5,"","Ginseng based preparations ","MFN applied duty rates","A",,""
"360","Indonesia","000"," World",2008,2106909300,,0,2,5,"","Food preparations for lactase deficient infants","MFN applied duty rates","A",,""
"360","Indonesia","000"," World",2008,2106909400,,0,2,5,"","Other preparations for infant use ","MFN applied duty rates","A",,""
"360","Indonesia","000"," World",2008,2106909500,,0,2,5,"","seri kaya ","MFN applied duty rates","A",,""
"360","Indonesia","000"," World",2008,2106909900,,0,2,5,"","Other food preparations not elsewhere specified or included","MFN applied duty rates","A",,""
"360","Indonesia","000"," World",2008,2201100000,,0,2,5,"","Mineral waters and aerated waters ","MFN applied duty rates","A",,""
"360","Indonesia","000"," World",2008,2201901000,,0,2,5,"","Ice and snow ","MFN applied duty rates","A",,""
"360","Indonesia","000"," World",2008,2201909000,,0,2,0,"","Other mineral waters or artificial ","MFN applied duty rates","A",,""
"360","Indonesia","000"," World",2008,2202101000,,0,2,10,"","Sparkling mineral waters and aerated waters, flavoured","MFN applied duty rates","A",,""
"360","Indonesia","000"," World",2008,2202109000,,0,2,10,"","Other mineral water, containing added sugar/sweeening or flavoured","MFN applied duty rates","A",,""
"360","Indonesia","000"," World",2008,2202901000,,0,2,10,"","Flavoured uht milk drink ","MFN applied duty rates","A",,""
"360","Indonesia","000"," World",2008,2202902000,,0,2,10,"","Soya milk drink ","MFN applied duty rates","A",,""
"360","Indonesia","000"," World",2008,2202903000,,0,2,10,"","Non-aerated beverage ready for immediate consumption without dilution","MFN applied duty rates","A",,""
"360","Indonesia","000"," World",2008,2202909000,,0,2,10,"","Oth non-alcoholic beverages, excluding fruit or vegetable juices","MFN applied duty rates","A",,""
"360","Indonesia","000"," World",2008,2203001000,,0,2,40,"","Stout and porter ","MFN applied duty rates","A",,""
"360","Indonesia","000"," World",2008,2203009000,,0,2,40,"","Other beer made from malt,including ale ","MFN applied duty rates","A",,""
"360","Indonesia","000"," World",2008,2204100000,,0,2,150,"","Sparkling wine ","MFN applied duty rates","A",,""
"360","Indonesia","000"," World",2008,2204211100,,0,2,150,"","Wine, in containers <= 2 l, alcoholic strength by volume <= 15%","MFN applied duty rates","A",,""
"360","Indonesia","000"," World",2008,2204211200,,0,2,150,"","Wine, in containers <= 2 l, alcoholic strength by volume > 15%","MFN applied duty rates","A",,""
"360","Indonesia","000"," World",2008,2204212100,,0,2,90,"","Grape must,in container <=2 l,alcoholic strength by volume <= 15%","MFN applied duty rates","A",,""
"360","Indonesia","000"," World",2008,2204212200,,0,2,90,"","Grape must,in container <=2 l,alcoholic strength by volume > 15%","MFN applied duty rates","A",,""
"360","Indonesia","000"," World",2008,2204291100,,0,2,150,"","Wine, in containers > 2 l, alcoholic strength by volume <= 15%","MFN applied duty rates","A",,""
"360","Indonesia","000"," World",2008,2204291200,,0,2,150,"","Wine, in containers > 2 l, alcoholic strength by volume > 15%","MFN applied duty rates","A",,""
"360","Indonesia","000"," World",2008,2204292100,,0,2,90,"","Grape must,in container > 2 l,alcoholic strength by volume <= 15%","MFN applied duty rates","A",,""
"360","Indonesia","000"," World",2008,2204292200,,0,2,90,"","Grape must,in container > 2 l,alcoholic strength by volume > 15%","MFN applied duty rates","A",,""
"360","Indonesia","000"," World",2008,2204301000,,0,2,150,"","Other grape must, alcoholic strength by volume <= 15%","MFN applied duty rates","A",,""
"360","Indonesia","000"," World",2008,2204302000,,0,2,150,"","Other grape must, alcoholic strength by volume > 15%","MFN applied duty rates","A",,""
"360","Indonesia","000"," World",2008,2205101000,,0,2,150,"","Vermouth & oth wine,in container <=2 l, alcoholic strength by volume <= 15%","MFN applied duty rates","A",,""
"360","Indonesia","000"," World",2008,2205102000,,0,2,150,"","Vermouth & oth wine,in container <=2 l, alcoholic strength by volume > 15%","MFN applied duty rates","A",,""
"360","Indonesia","000"," World",2008,2205901000,,0,2,150,"","Vermouth & oth wine,in container > 2 l, alcoholic strength by volume <= 15%","MFN applied duty rates","A",,""
"360","Indonesia","000"," World",2008,2205902000,,0,2,150,"","Vermouth & oth wine,in container > 2 l, alcoholic strength by volume > 15%","MFN applied duty rates","A",,""
"360","Indonesia","000"," World",2008,2206001000,,0,2,150,"","Cider and perry ","MFN applied duty rates","A",,""
"360","Indonesia","000"," World",2008,2206002000,,0,2,150,"","Sake (rice wine) ","MFN applied duty rates","A",,""
"360","Indonesia","000"," World",2008,2206003000,,0,2,150,"","Toddy ","MFN applied duty rates","A",,""
"360","Indonesia","000"," World",2008,2206004000,,0,2,90,"","Shandy ","MFN applied duty rates","A",,""
"360","Indonesia","000"," World",2008,2206009000,,0,2,150,"","Other fermented beverages,including mead ","MFN applied duty rates","A",,""
"360","Indonesia","000"," World",2008,2207100000,,0,2,30,"","Undenatured ethylalcohol of alcoholic strength by volume of >= 80%","MFN applied duty rates","A",,""
"360","Indonesia","000"," World",2008,2207201100,,0,2,30,"","Ethyl alcohol of an alcoholic strength by volume of > 99%","MFN applied duty rates","A",,""
"360","Indonesia","000"," World",2008,2207201900,,0,2,30,"","Oth denatured ethyl alcohol, including methylate spirits","MFN applied duty rates","A",,""
"360","Indonesia","000"," World",2008,2207209000,,0,2,30,"","Other ethyl alcohol and other spirits ","MFN applied duty rates","A",,""
"360","Indonesia","000"," World",2008,2208201000,,0,2,150,"","Brandy of an alcoholic strength by volume not exceeding 46% vol","MFN applied duty rates","A",,""
"360","Indonesia","000"," World",2008,2208202000,,0,2,150,"","Brandy of an alcoholic strength by volume exceeding 46% vol","MFN applied duty rates","A",,""
"360","Indonesia","000"," World",2008,2208203000,,0,2,150,"","Other spirits of an alcoholic strength by volume not exceeding 46% vol","MFN applied duty rates","A",,""
"360","Indonesia","000"," World",2008,2208204000,,0,2,150,"","Other spirits of an alcoholic strength by volume exceeding 46% vol","MFN applied duty rates","A",,""
"360","Indonesia","000"," World",2008,2208301000,,0,2,150,"","Whiskies of an alcoholic strength by volume not exceeding 46% vol","MFN applied duty rates","A",,""
"360","Indonesia","000"," World",2008,2208302000,,0,2,150,"","Whiskies of an alcoholic strength by volume exceeding 46% vol","MFN applied duty rates","A",,""
"360","Indonesia","000"," World",2008,2208401000,,0,2,150,"","Rum&tafia of an alcoholic strength by volume not exceeding 46% vol","MFN applied duty rates","A",,""
"360","Indonesia","000"," World",2008,2208402000,,0,2,150,"","Rum&tafia of an alcoholic strength by volume exceeding 46% vol","MFN applied duty rates","A",,""
"360","Indonesia","000"," World",2008,2208501000,,0,2,150,"","Gin&geneva of an alcoholic strength by volume not exceeding 46% vol","MFN applied duty rates","A",,""
"360","Indonesia","000"," World",2008,2208502000,,0,2,150,"","Gin&geneva of an alcoholic strength by volume exceeding 46% vol","MFN applied duty rates","A",,""
"360","Indonesia","000"," World",2008,2208601000,,0,2,150,"","Vodka of an alcoholic strength by volume not exceeding 46% vol","MFN applied duty rates","A",,""
"360","Indonesia","000"," World",2008,2208602000,,0,2,150,"","Vodka of an alcoholic strength by volume exceeding 46% vol","MFN applied duty rates","A",,""
"360","Indonesia","000"," World",2008,2208701000,,0,2,150,"","Liqueurs & cordials of an alcoholic strength by volume not exceed.57% vol","MFN applied duty rates","A",,""
"360","Indonesia","000"," World",2008,2208702000,,0,2,150,"","Liqueurs & cordials of an alcoholic strength by volume exceeding 57% vol","MFN applied duty rates","A",,""
"360","Indonesia","000"," World",2008,2208901000,,0,2,150,"","Medicated samsu of alcoholic strength by volume <= 40%","MFN applied duty rates","A",,""
"360","Indonesia","000"," World",2008,2208902000,,0,2,150,"","Medicated samsu of alcoholic strength by volume > 40%","MFN applied duty rates","A",,""
"360","Indonesia","000"," World",2008,2208903000,,0,2,150,"","Other samsu of an alcoholic strength by volume not exceeding 40% vol","MFN applied duty rates","A",,""
"360","Indonesia","000"," World",2008,2208904000,,0,2,150,"","Other samsu of an alcoholic strength by volume exceeding 40% vol","MFN applied duty rates","A",,""
"360","Indonesia","000"," World",2008,2208905000,,0,2,150,"","Arrack,pineapple spirit of an alcoholic strength by volume <= 40%","MFN applied duty rates","A",,""
"360","Indonesia","000"," World",2008,2208906000,,0,2,150,"","Arrack,pineapple spirit of an alcoholic strength by volume > 40%","MFN applied duty rates","A",,""
"360","Indonesia","000"," World",2008,2208907000,,0,2,150,"","Bitters & similar beverages of an alcoholic strength by volume <= 57%","MFN applied duty rates","A",,""
"360","Indonesia","000"," World",2008,2208908000,,0,2,150,"","Bitters & similar beverages of an alcoholic strength by volume > 57%","MFN applied duty rates","A",,""
"360","Indonesia","000"," World",2008,2208909000,,0,2,150,"","Other spirituous beverages ","MFN applied duty rates","A",,""
"360","Indonesia","000"," World",2008,2.209e+09,,0,2,5,"","Vinegar and substitutes for vinegar obtained from acetic acid","MFN applied duty rates","A",,""
"360","Indonesia","000"," World",2008,2301100000,,0,2,0,"","Flours, meals & pellets, of meat / meat offal; unfit for human cnsmtion; greaves","MFN applied duty rates","A",,""
"360","Indonesia","000"," World",2008,2301200000,,0,2,0,"","Flours,meals&pellets,of fish/crustacean, molluscs/other aquatic invertebrates","MFN applied duty rates","A",,""
"360","Indonesia","000"," World",2008,2302100000,,0,2,5,"","Bran, sharps and other residues of maize (corn)","MFN applied duty rates","A",,""
"360","Indonesia","000"," World",2008,2302300000,,0,2,0,"","Bran, sharps and other residues of wheat ","MFN applied duty rates","A",,""
"360","Indonesia","000"," World",2008,2302401000,,0,2,5,"","Bran, sharps and other residues of rice ","MFN applied duty rates","A",,""
"360","Indonesia","000"," World",2008,2302409000,,0,2,0,"","Bran, sharps and other residues of oth cereals","MFN applied duty rates","A",,""
"360","Indonesia","000"," World",2008,2302500000,,0,2,0,"","Bran, sharps and other residues of leguminous plants","MFN applied duty rates","A",,""
"360","Indonesia","000"," World",2008,2303101000,,0,2,5,"","Residues of starch manufacture of manioc (cassava) or sago","MFN applied duty rates","A",,""
"360","Indonesia","000"," World",2008,2303109000,,0,2,0,"","Other residues of starch and similar residues","MFN applied duty rates","A",,""
"360","Indonesia","000"," World",2008,2303200000,,0,2,5,"","Beet pulp, bagasse and other waste of sugar manufacture","MFN applied duty rates","A",,""
"360","Indonesia","000"," World",2008,2303300000,,0,2,5,"","Brewing or distilling dregs and waste ","MFN applied duty rates","A",,""
"360","Indonesia","000"," World",2008,2.304e+09,,0,2,0,"","Oil-cake&other solid residues,in pellet form, from the extract of soyabean oil","MFN applied duty rates","A",,""
"360","Indonesia","000"," World",2008,2.305e+09,,0,2,0,"","Oil-cake&other solid residues,in pellet form, from the extract of ground-nut oil","MFN applied duty rates","A",,""
"360","Indonesia","000"," World",2008,2306100000,,0,2,0,"","Oil-cake and other solid residues of cotton seeds","MFN applied duty rates","A",,""
"360","Indonesia","000"," World",2008,2306200000,,0,2,0,"","Oil-cake and other solid residues of linseed","MFN applied duty rates","A",,""
"360","Indonesia","000"," World",2008,2306300000,,0,2,0,"","Oil-cake and other solid residues of sunflower seeds","MFN applied duty rates","A",,""
